Pos,ID,Name,BV,SV,Team,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts
G,1,Raya,5.5,5.5,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,4.22,2.99,4.23,3.29,3.38,4.23,3.96,4.31,4.38,4.24,3.84,3.37
G,2,Arrizabalaga,4.5,4.5,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04
G,3,Hein,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,4,Setford,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.0,6.0,Arsenal,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,5.12,3.30,4.89,3.77,3.89,5.12,4.43,4.87,5.27,5.17,4.71,3.57
D,6,Saliba,6.0,6.0,Arsenal,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,4.79,3.16,4.56,3.56,3.64,4.80,4.28,4.61,5.07,4.86,4.41,3.33
D,7,Calafiori,5.5,5.5,Arsenal,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,2.64,1.71,2.50,2.00,2.07,2.68,2.28,2.55,2.73,2.66,2.45,1.89
D,8,J.Timber,5.5,5.5,Arsenal,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,36.00,1.89,1.19,1.86,1.42,1.45,1.93,1.65,1.85,1.98,1.95,1.73,1.35
D,9,Kiwior,5.5,5.5,Arsenal,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,0.24,0.21,0.23,0.22,0.21,0.24,0.23,0.23,0.24,0.24,0.23,0.21
D,10,Lewis-Skelly,5.5,5.5,Arsenal,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,46.65,2.52,1.53,2.39,1.88,1.92,2.56,2.18,2.41,2.61,2.53,2.29,1.78
D,11,White,5.5,5.5,Arsenal,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75,2.94,1.86,2.86,2.23,2.27,3.06,2.55,2.84,3.13,3.05,2.72,2.08
D,12,Zinchenko,5.0,5.0,Arsenal,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.34,0.27,0.32,0.30,0.29,0.34,0.30,0.32,0.33,0.33,0.31,0.29
D,13,Clarke,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,14,Kacurri,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.0,10.0,Arsenal,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,6.65,4.22,5.99,5.06,4.96,6.46,5.23,5.92,6.32,6.33,6.02,4.79
M,17,Ødegaard,8.0,8.0,Arsenal,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,5.26,3.50,4.78,4.18,4.18,5.19,4.30,4.82,5.07,5.09,4.86,3.87
M,18,Madueke,7.0,7.0,Arsenal,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,2.41,1.64,2.17,1.94,1.89,2.34,1.99,2.22,2.29,2.32,2.24,1.81
M,19,Martinelli,7.0,7.0,Arsenal,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,3.65,2.42,3.29,2.93,2.79,3.54,3.00,3.35,3.53,3.53,3.35,2.68
M,20,Trossard,7.0,7.0,Arsenal,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,2.51,1.65,2.21,1.93,1.92,2.40,2.03,2.26,2.34,2.38,2.25,1.84
M,21,Rice,6.5,6.5,Arsenal,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,4.60,3.47,4.38,3.76,3.90,4.74,4.01,4.46,4.63,4.61,4.61,3.66
M,22,Merino,6.0,6.0,Arsenal,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,2.00,1.44,1.74,1.61,1.57,1.83,1.63,1.78,1.84,1.86,1.83,1.50
M,23,Fábio Vieira,5.5,5.5,Arsenal,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.27,0.19,0.24,0.22,0.22,0.26,0.22,0.25,0.26,0.26,0.25,0.21
M,24,Nørgaard,5.5,5.5,Arsenal,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.39,0.33,0.37,0.34,0.35,0.39,0.36,0.38,0.38,0.39,0.39,0.33
M,25,Nwaneri,5.5,5.5,Arsenal,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,1.30,0.94,1.17,1.08,1.04,1.23,1.07,1.19,1.23,1.26,1.20,1.01
M,26,Zubimendi,5.5,5.5,Arsenal,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,3.74,3.11,3.54,3.23,3.37,3.85,3.41,3.70,3.74,3.84,3.79,3.10
M,27,Nelson,5.0,5.0,Arsenal,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.11,0.07,0.10,0.09,0.08,0.10,0.09,0.10,0.10,0.10,0.10,0.08
M,28,Kabia,4.5,4.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,29,Sambi,4.5,4.5,Arsenal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,30,Havertz,7.5,7.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,31,G.Jesus,6.5,6.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,32,Martinez,5.0,5.0,Aston Villa,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,3.56,3.91,3.18,3.56,3.62,4.04,2.78,2.53,2.24,3.54,3.44,3.72
G,33,M.Bizot,4.5,4.5,Aston Villa,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.05
G,34,Gauci,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,35,Marschall,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,36,Cash,4.5,4.5,Aston Villa,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,3.26,3.65,3.16,3.80,3.51,4.38,2.74,2.43,1.95,3.40,3.29,3.74
D,37,Digne,4.5,4.5,Aston Villa,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,51.00,2.53,2.77,2.40,2.91,2.69,3.34,2.11,1.90,1.55,2.63,2.52,2.87
D,38,Konsa,4.5,4.5,Aston Villa,0.00,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,0.00,3.83,3.27,3.78,3.63,4.42,2.77,2.56,2.17,3.53,3.44,3.78
D,39,Maatsen,4.5,4.5,Aston Villa,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,48.60,2.25,2.40,2.12,2.49,2.34,2.87,1.92,1.76,1.42,2.33,2.23,2.49
D,40,Mings,4.5,4.5,Aston Villa,82.95,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,46.20,3.60,2.25,1.98,2.24,2.21,2.57,1.68,1.57,1.36,2.10,2.06,2.21
D,41,Pau,4.5,4.5,Aston Villa,85.05,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,3.45,2.16,1.88,2.13,2.10,2.48,1.64,1.51,1.31,2.05,1.98,2.13
D,42,A.García,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,43,Alex Moreno,4.0,4.0,Aston Villa,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,0.24,0.24,0.23,0.25,0.24,0.27,0.23,0.22,0.20,0.25,0.24,0.25
D,44,Bogarde,4.0,4.0,Aston Villa,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,0.47,0.50,0.45,0.50,0.49,0.56,0.42,0.39,0.37,0.48,0.47,0.50
D,45,Sousa,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,46,Yasin,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,47,Rogers,7.0,7.0,Aston Villa,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,81.45,4.04,4.16,3.70,4.49,4.12,5.02,3.73,3.52,3.14,4.24,4.00,4.44
M,48,Tielemans,6.0,6.0,Aston Villa,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,4.24,4.38,3.79,4.48,4.34,4.88,4.10,3.68,3.53,4.47,4.20,4.50
M,49,Bailey,5.5,5.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,50,Buendía,5.4,5.4,Aston Villa,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.67,0.67,0.61,0.72,0.69,0.80,0.63,0.61,0.56,0.71,0.67,0.73
M,51,Iling Jr,5.5,5.5,Aston Villa,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,0.28,0.29,0.26,0.30,0.29,0.32,0.27,0.26,0.25,0.29,0.28,0.30
M,52,J.Ramsey,5.5,5.5,Newcastle,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,33.60,1.62,1.73,1.86,1.71,1.56,1.77,1.66,1.82,1.73,1.74,1.59,1.66
M,53,Malen,5.4,5.4,Aston Villa,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,42.60,2.60,2.60,2.30,2.79,2.63,3.11,2.35,2.27,2.05,2.69,2.55,2.77
M,54,McGinn,5.5,5.5,Aston Villa,55.50,55.50,55.50,55.50,55.50,55.50,55.50,55.50,55.50,55.50,55.50,55.50,2.43,2.51,2.27,2.68,2.47,2.93,2.25,2.17,1.95,2.58,2.45,2.66
M,55,Barkley,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,56,Barrenechea,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,57,Dobbin,5.0,5.0,Aston Villa,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04
M,58,Kamara,5.0,5.0,Aston Villa,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,2.53,2.61,2.45,2.66,2.52,2.73,2.60,2.26,2.31,2.64,2.47,2.62
M,59,Onana,5.0,5.0,Aston Villa,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,58.95,2.56,2.60,2.33,2.67,2.52,2.81,2.49,2.22,2.22,2.61,2.47,2.62
M,60,Broggio,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,61,Dendoncker,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,64,Watkins,9.0,9.0,Aston Villa,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,4.96,4.85,4.34,5.32,4.95,5.93,4.53,4.34,3.87,5.11,4.86,5.25
F,65,Redmond,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,66,Neto,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,67,Petrović,4.5,4.5,Bournemouth,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,3.59,2.70,3.27,2.87,3.36,3.52,3.25,3.48,2.17,2.69,3.43,3.50
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,70,Paulsen,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04
D,71,Zabarnyi,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.5,4.5,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,4.14,3.19,3.81,3.46,3.81,4.08,3.53,3.91,2.38,3.10,4.13,4.05
D,73,Smith,4.5,4.5,Bournemouth,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,3.05,2.21,2.65,2.50,2.74,2.90,2.48,2.84,1.58,2.18,3.02,3.04
D,74,Truffert,4.5,4.5,Bournemouth,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,3.86,2.63,3.24,3.04,3.31,3.54,2.98,3.55,1.86,2.68,3.82,3.87
D,75,Akinmboni,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,0.57,0.48,0.53,0.51,0.53,0.55,0.50,0.54,0.40,0.47,0.58,0.58
D,78,J.Araujo,4.0,4.0,Bournemouth,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,0.91,0.75,0.83,0.79,0.83,0.88,0.79,0.86,0.61,0.74,0.91,0.91
D,79,Mepham,4.0,4.0,Bournemouth,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,0.18,0.17,0.18,0.17,0.18,0.19,0.17,0.18,0.15,0.16,0.19,0.19
D,80,Soler,4.0,4.0,Bournemouth,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,0.49,0.41,0.46,0.43,0.45,0.47,0.43,0.47,0.36,0.41,0.48,0.49
M,81,Kluivert,7.0,7.0,Bournemouth,9.00,20.70,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,0.58,1.06,4.24,4.01,4.15,4.26,3.75,4.27,3.26,3.67,4.59,4.62
M,82,Semenyo,7.1,7.1,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,4.88,3.99,4.35,4.19,4.30,4.41,3.98,4.38,3.27,3.82,4.78,4.78
M,83,O.Dango,6.0,6.0,Brentford,58.20,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,3.11,3.92,3.57,3.59,3.91,3.41,3.82,3.42,3.57,3.79,3.50,4.76
M,84,Tavernier,5.5,5.5,Bournemouth,77.40,71.70,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,4.19,3.21,3.25,3.07,3.21,3.32,2.95,3.26,2.60,2.88,3.57,3.52
M,85,Adams,5.0,5.0,Bournemouth,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,3.36,3.31,3.27,3.21,3.10,3.27,3.25,3.09,2.75,3.03,3.41,3.35
M,86,Brooks,5.0,5.0,Bournemouth,44.10,38.85,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,35.25,2.41,1.75,1.75,1.70,1.71,1.77,1.61,1.78,1.43,1.58,1.87,1.86
M,87,Christie,5.0,5.0,Bournemouth,5.55,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,0.28,0.59,0.59,0.58,0.59,0.60,0.57,0.59,0.51,0.56,0.63,0.61
M,88,Cook,5.0,5.0,Bournemouth,0.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,0.00,0.63,0.64,0.64,0.63,0.64,0.64,0.63,0.55,0.60,0.67,0.67
M,89,Philip,5.0,5.0,Bournemouth,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.87,0.79,0.81,0.81,0.81,0.81,0.78,0.81,0.72,0.77,0.86,0.86
M,90,Scott,5.0,5.0,Bournemouth,69.60,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,3.59,3.11,3.15,3.11,3.06,3.14,3.02,3.11,2.59,2.87,3.33,3.30
M,91,Sinisterra,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,92,Faivre,4.5,4.5,Bournemouth,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.05,0.05
M,93,H.Traorè,4.5,4.5,Bournemouth,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,0.74,0.62,0.67,0.64,0.67,0.68,0.63,0.67,0.55,0.60,0.74,0.71
M,94,Sadi,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,95,Silcott-Duberry,4.5,4.5,Bournemouth,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
M,96,Winterburn,4.5,4.5,Bournemouth,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.10,0.09,0.10,0.10,0.10,0.10,0.09,0.10,0.08,0.09,0.10,0.10
F,97,Evanilson,7.0,7.0,Bournemouth,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,5.00,3.97,4.29,4.14,4.29,4.32,3.94,4.38,3.45,3.76,4.73,4.65
F,98,Enes Ünal,5.5,5.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,99,Adu-Adjei,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,100,Kroupi.Jr,4.5,4.5,Bournemouth,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,0.72,0.61,0.67,0.64,0.66,0.67,0.61,0.66,0.55,0.60,0.71,0.71
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.20,3.55,3.31,3.51,3.47,2.80,3.38,2.82,3.62,3.23,3.21,4.34
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,4.0,4.0,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04
D,106,Collins,5.0,5.0,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,3.44,3.88,3.15,3.63,3.76,2.93,3.70,3.16,3.53,3.58,3.32,4.99
D,107,Lewis-Potter,5.0,5.0,Brentford,59.55,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,46.80,2.67,2.33,1.80,1.94,2.11,1.63,2.09,1.63,1.93,1.96,1.81,2.86
D,108,Ajer,4.5,4.5,Brentford,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,0.84,0.90,0.80,0.84,0.88,0.76,0.87,0.77,0.84,0.85,0.81,1.05
D,109,Henry,4.5,4.5,Brentford,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,2.74,3.13,2.46,2.72,2.97,2.19,2.94,2.18,2.71,2.77,2.48,4.05
D,110,Kayode,4.5,4.5,Brentford,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,2.67,3.07,2.38,2.70,2.93,2.13,2.90,2.18,2.68,2.70,2.42,3.98
D,111,Pinnock,4.5,4.5,Brentford,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,0.43,0.45,0.41,0.44,0.45,0.41,0.45,0.43,0.43,0.44,0.43,0.52
D,112,Roerslev,4.5,4.5,Brentford,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,0.82,0.85,0.78,0.80,0.84,0.73,0.84,0.74,0.80,0.81,0.78,0.97
D,113,Van den Berg,4.5,4.5,Brentford,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,3.02,3.39,2.81,3.21,3.37,2.60,3.22,2.80,3.11,3.09,2.93,4.39
D,114,Arthur,4.0,4.0,Brentford,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03
D,115,Fredrick,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
